...1,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
4652,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche eremita,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,NA,0
4653,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche eremita,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,NA,0
4654,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche eremita,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.46035144,168.050981,NA,0
4655,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche eremita,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54.58059995,158.8167188,NA,0
4656,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche impavida,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-25.14301283,153.0661208,NA,0
4657,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche impavida,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,NA,0
4658,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche impavida,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,NA,0
4659,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche impavida,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.46035144,168.050981,NA,0
4660,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche impavida,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54.58059995,158.8167188,NA,0
4661,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,9,9,NA,NA,NA,1,11.11111111,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche melanophris,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-25.14301283,153.0661208,Black-browed albatross,1
4662,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,9,9,NA,NA,NA,1,11.11111111,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche melanophris,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,Black-browed albatross,1
4663,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,9,9,NA,NA,NA,1,11.11111111,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche melanophris,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,Black-browed albatross,1
4664,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,9,9,NA,NA,NA,1,11.11111111,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche melanophris,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.46035144,168.050981,Black-browed albatross,1
4665,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,9,9,NA,NA,NA,1,11.11111111,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche melanophris,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54.58059995,158.8167188,Black-browed albatross,1
4666,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,30,30,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-25.14301283,153.0661208,NA,0
4667,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,30,30,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,NA,0
4668,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,30,30,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,NA,0
4669,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,30,30,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.46035144,168.050981,NA,0
4670,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,30,30,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54.58059995,158.8167188,NA,0
4671,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,85,85,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche steadi,Metazoa,NA,NA,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-25.14301283,153.0661208,NA,0
4672,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,85,85,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche steadi,Metazoa,NA,NA,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,NA,0
4673,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,85,85,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche steadi,Metazoa,NA,NA,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,NA,0
4674,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,85,85,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche steadi,Metazoa,NA,NA,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.46035144,168.050981,NA,0
4675,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,85,85,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassarche steadi,Metazoa,NA,NA,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54.58059995,158.8167188,NA,0
4676,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,2,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassoica antarctica,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Thalassoica,Chordata,-25.14301283,153.0661208,NA,2
4677,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,2,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassoica antarctica,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Thalassoica,Chordata,-28.14158926,162.0556799,NA,2
4678,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,2,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassoica antarctica,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Thalassoica,Chordata,-37.43545186,176.6924157,NA,2
4679,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,2,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassoica antarctica,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Thalassoica,Chordata,-46.46035144,168.050981,NA,2
4680,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,2,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Thalassoica antarctica,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Thalassoica,Chordata,-54.58059995,158.8167188,NA,2
4681,"Roman et al., 2019",10.1016/j.marpolbul.2019.04.021,MPB00547,2019,Coastal Waters/Island,Coastal Waters/Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,March,2013,February,2017,NA,Necropsy,Gizzard/Proventriculus,209,209,NA,NA,NA,NA,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-35.16412482,118.0741558,Flesh-footed shearwater,0
4682,"Roman et al., 2019",10.1016/j.marpolbul.2019.04.021,MPB00547,2019,Coastal Waters/Island,Coastal Waters/Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,March,2013,February,2017,NA,Necropsy,Gizzard/Proventriculus,209,209,NA,NA,NA,NA,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-41.7296885,148.8798198,Flesh-footed shearwater,0
4683,"Roman et al., 2019",10.1016/j.marpolbul.2019.04.021,MPB00547,2019,Coastal Waters/Island,Coastal Waters/Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,March,2013,February,2017,NA,Necropsy,Gizzard/Proventriculus,133,133,NA,NA,NA,NA,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna grisea,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-35.16412482,118.0741558,Sooty shearwater,0
4684,"Roman et al., 2019",10.1016/j.marpolbul.2019.04.021,MPB00547,2019,Coastal Waters/Island,Coastal Waters/Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,March,2013,February,2017,NA,Necropsy,Gizzard/Proventriculus,133,133,NA,NA,NA,NA,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna grisea,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-41.7296885,148.8798198,Sooty shearwater,0
4685,"Roman et al., 2019",10.1016/j.marpolbul.2019.04.021,MPB00547,2019,Coastal Waters/Island,Coastal Waters/Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,March,2013,February,2017,NA,Necropsy,Gizzard/Proventriculus,992,992,NA,NA,NA,NA,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna tenuirostris,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-35.16412482,118.0741558,Short-tailed shearwater,0
